CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio
713586858,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,3,11721,1175,4187,0.1
711393483,49,F,4,Unknown,Divorced,Less than $40K,Blue,3,2432,0,4340,0
812979408,39,F,0,Unknown,Married,$40K - $60K,Silver,0,15142,0,2458,0
711877458,51,F,3,College,Married,Less than $40K,Blue,2,1936,0,4072,0
714351558,64,F,0,Uneducated,Single,Less than $40K,Blue,2,1829,0,3950,0
828343083,43,F,4,High School,Unknown,Less than $40K,Blue,3,2786,1793,3646,0.644
790002783,38,F,2,Graduate,Single,Unknown,Blue,1,19595,610,4079,0.031
708615183,44,M,2,Unknown,Married,$60K - $80K,Blue,4,3828,1146,4558,0.299
718509858,46,M,3,Graduate,Married,$80K - $120K,Blue,1,4786,0,4347,0
718540308,44,M,2,High School,Single,$80K - $120K,Blue,3,22143,730,4263,0.033
778180158,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,1,7150,1887,3636,0.264
778242708,63,M,1,Unknown,Single,$60K - $80K,Silver,4,25502,1450,4323,0.057
806947308,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,4,20178,1553,1735,0.077
714899283,46,F,2,Unknown,Married,Less than $40K,Blue,2,5258,1994,3972,0.379
708386958,47,F,3,Unknown,Married,Less than $40K,Blue,3,1561,0,1947,0
710986758,43,M,3,High School,Single,$60K - $80K,Blue,2,11550,1505,3891,0.13
718220358,58,M,1,Graduate,Single,$120K +,Blue,3,28618,0,1712,0
710568333,47,M,4,College,Unknown,$60K - $80K,Blue,2,6623,1823,2293,0.275
712656783,49,M,1,Graduate,Single,$120K +,Blue,4,8136,2517,2179,0.309
717483558,42,M,3,High School,Married,$120K +,Blue,1,19156,1353,3547,0.071
721440633,55,F,1,High School,Single,Less than $40K,Blue,2,7982,897,4387,0.112
738899658,45,F,2,Graduate,Single,Unknown,Blue,2,3120,2517,2468,0.807
711423558,60,F,1,Post-Graduate,Single,$40K - $60K,Blue,1,4606,0,4181,0
721522533,48,F,4,Graduate,Single,Less than $40K,Blue,3,2005,1143,4311,0.57
708558408,50,M,3,High School,Single,$40K - $60K,Blue,3,9949,1597,3776,0.161
714727833,41,F,2,Uneducated,Single,Less than $40K,Blue,2,2892,2517,2257,0.87
714365883,51,F,4,Uneducated,Unknown,Less than $40K,Blue,3,7093,918,3877,0.129
715856208,47,M,3,Graduate,Single,$60K - $80K,Blue,4,1896,1119,4028,0.59
708944958,47,M,2,Uneducated,Single,$60K - $80K,Blue,2,3569,1030,4612,0.289
771516333,41,F,2,Graduate,Unknown,$40K - $60K,Blue,2,4663,0,3831,0
772051308,55,F,3,Graduate,Single,Unknown,Blue,6,2553,1823,3853,0.714
788350908,38,M,3,Graduate,Single,$40K - $60K,Blue,1,5362,1110,3548,0.207
818322033,41,F,3,Graduate,Married,Less than $40K,Blue,6,2873,1247,3943,0.434
716288958,40,M,2,College,Married,$80K - $120K,Blue,4,7840,0,4062,0
712347258,43,F,2,Graduate,Married,Less than $40K,Blue,3,2209,0,4419,0
779072733,36,F,2,College,Married,Less than $40K,Blue,2,1971,0,4979,0
710003958,48,F,5,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,665,4100,0.462
715287708,41,F,4,Graduate,Married,$40K - $60K,Blue,3,6230,1173,3769,0.188
708774708,47,F,4,Graduate,Unknown,$40K - $60K,Blue,1,2636,1589,3858,0.603
713535033,44,M,3,High School,Married,$80K - $120K,Blue,3,22243,1377,3200,0.062
719314683,50,F,2,Unknown,Divorced,Less than $40K,Blue,2,2855,527,3645,0.185
789293358,46,F,3,Graduate,Married,Less than $40K,Blue,3,7578,1794,5328,0.237
787638408,47,F,1,High School,Single,Unknown,Blue,4,8440,2087,4161,0.247
715974783,53,M,1,Graduate,Married,$80K - $120K,Blue,3,4186,0,4590,0
716134533,44,M,4,College,Single,$80K - $120K,Blue,4,22074,0,4406,0
708834483,46,M,2,Doctorate,Married,$80K - $120K,Blue,2,17667,0,1775,0
780168333,39,M,4,Graduate,Married,$120K +,Blue,2,26548,1829,3450,0.069
711557508,51,M,2,Graduate,Single,$60K - $80K,Blue,3,3532,764,4066,0.216
772506858,45,F,4,High School,Single,Unknown,Blue,4,8795,2517,4552,0.286
765692658,49,F,4,Graduate,Single,Less than $40K,Blue,3,2162,1882,3825,0.87
720598308,47,M,4,Uneducated,Single,$120K +,Blue,2,34516,1126,1736,0.033
709912683,53,F,4,Graduate,Single,Unknown,Gold,1,34516,2374,4390,0.069
815353083,44,M,1,College,Divorced,$80K - $120K,Silver,3,34516,2361,1853,0.068
720093333,41,M,3,Post-Graduate,Divorced,$120K +,Blue,1,3491,2506,4855,0.718
717281658,52,F,3,Graduate,Divorced,Less than $40K,Blue,3,6060,1687,3953,0.278
765731433,48,F,3,Graduate,Divorced,Unknown,Blue,4,7860,0,3512,0
712050933,48,M,4,College,Married,$80K - $120K,Blue,2,25190,0,1533,0
787361583,50,M,4,College,Divorced,$60K - $80K,Blue,2,13911,2160,2204,0.155
709921158,51,M,1,High School,Single,$60K - $80K,Blue,4,2281,1751,4241,0.768
714781908,43,M,3,Graduate,Single,$60K - $80K,Blue,3,5652,548,3710,0.097
717592758,44,F,3,Unknown,Single,Less than $40K,Blue,2,1606,1578,2418,0.983
821339433,45,F,3,Graduate,Married,Unknown,Blue,4,2777,2118,4442,0.763
715174983,40,M,3,Graduate,Married,$60K - $80K,Blue,4,2223,597,3331,0.269
710863308,48,M,4,Post-Graduate,Married,$40K - $60K,Blue,1,2916,1074,4020,0.368
806824908,45,M,2,Unknown,Married,$120K +,Blue,4,16476,1374,4717,0.083
710592933,44,F,2,Graduate,Married,Less than $40K,Blue,2,9598,1092,2216,0.114
771881283,42,M,1,Uneducated,Divorced,$60K - $80K,Blue,2,18570,1892,4036,0.102
708687483,54,F,4,Graduate,Single,Less than $40K,Silver,2,13626,0,1711,0
719147208,29,F,2,Unknown,Single,Less than $40K,Blue,3,2298,0,4814,0
709607733,40,F,3,College,Married,Unknown,Blue,2,9191,1666,4275,0.181
713184858,58,F,2,High School,Single,Less than $40K,Blue,3,1438.3,818,4196,0.569
719929758,50,F,1,Doctorate,Married,Unknown,Blue,4,4181,0,3057,0
759127158,48,M,3,College,Married,$40K - $60K,Blue,1,2592,0,4177,0
780717483,51,F,3,High School,Married,Less than $40K,Blue,3,7540,773,4755,0.103
708507483,43,F,3,College,Divorced,Less than $40K,Blue,4,1477,0,4802,0
787617483,58,F,0,Uneducated,Single,Less than $40K,Blue,2,2628,1542,4335,0.587
816608808,46,M,1,Graduate,Single,$80K - $120K,Blue,2,8916,0,2773,0
716727258,52,F,1,Post-Graduate,Married,Unknown,Blue,1,1481,0,4435,0
813890883,44,F,1,Uneducated,Unknown,Less than $40K,Blue,2,1555,0,3811,0
768256908,45,M,3,Uneducated,Married,Less than $40K,Blue,3,8580,1636,1880,0.191
811095483,48,F,4,Graduate,Married,$40K - $60K,Silver,1,21163,2517,1732,0.119
720168558,39,F,0,Graduate,Married,Less than $40K,Blue,3,2936,0,4876,0
719309133,56,F,1,Graduate,Married,Less than $40K,Blue,3,1438.3,0,3877,0
721451208,54,M,2,Graduate,Single,$60K - $80K,Silver,3,30540,0,1980,0
772879158,47,M,5,High School,Married,$60K - $80K,Blue,1,7357,1069,3943,0.145
712934583,44,F,4,Uneducated,Married,Less than $40K,Silver,3,11879,0,3490,0
710088483,52,M,3,Uneducated,Married,$80K - $120K,Blue,1,21877,1073,3283,0.049
753534633,42,M,3,High School,Single,$60K - $80K,Blue,3,7255,0,3148,0
710932683,55,F,2,High School,Single,Less than $40K,Blue,1,6394,0,3470,0
714751158,49,M,2,High School,Divorced,$80K - $120K,Blue,2,34516,2517,1789,0.073
718109808,38,M,5,College,Single,$60K - $80K,Blue,3,5597,1118,4599,0.2
713227233,42,M,4,Graduate,Single,$80K - $120K,Blue,2,32535,0,4374,0
718342158,38,F,4,Graduate,Single,Less than $40K,Blue,2,4391,1933,1849,0.44
804606033,46,M,4,High School,Unknown,$40K - $60K,Blue,1,8738,1172,3121,0.134
720755658,42,F,2,Doctorate,Married,Less than $40K,Blue,6,1592,0,4172,0
711795633,65,M,0,Doctorate,Single,Less than $40K,Blue,3,3675,0,3798,0
716654808,48,M,4,High School,Single,$120K +,Blue,4,24593,0,2084,0
817616433,55,F,2,College,Unknown,Unknown,Blue,2,7613,0,4268,0
716390958,45,M,4,Unknown,Married,$120K +,Blue,4,26107,0,1697,0
716564433,53,F,1,Graduate,Single,Less than $40K,Blue,2,4287,0,1635,0
719530158,57,M,1,Graduate,Single,$60K - $80K,Blue,3,9843,1273,3677,0.129
710621283,50,M,2,High School,Married,$60K - $80K,Blue,1,10733,783,3910,0.073
716714733,41,M,3,Graduate,Single,$80K - $120K,Blue,2,3460,955,3642,0.276
720921408,46,F,2,College,Single,Less than $40K,Blue,1,1996,1544,3760,0.774
789185508,49,M,2,High School,Married,$60K - $80K,Blue,2,5536,756,3918,0.137
807014583,31,F,0,Graduate,Divorced,Unknown,Blue,3,1469,0,4331,0
721388283,54,M,2,Post-Graduate,Single,$120K +,Blue,1,5597,0,4844,0
716022258,51,F,3,College,Single,Less than $40K,Blue,3,8960,2222,1853,0.248
789362058,52,M,4,Uneducated,Married,$60K - $80K,Blue,2,5693,0,4003,0
771460158,43,M,3,Graduate,Single,Less than $40K,Blue,1,4098,1776,3939,0.433
714147858,44,M,3,High School,Single,$80K - $120K,Blue,3,18358,1044,3920,0.057
708394908,44,M,0,High School,Single,$40K - $60K,Blue,1,2337,1442,3945,0.617
778433283,51,M,3,High School,Married,$60K - $80K,Blue,3,8989,0,2031,0
720637008,51,F,2,Uneducated,Married,Less than $40K,Blue,2,2124,1426,3210,0.671
716877258,55,F,3,Graduate,Single,Less than $40K,Blue,3,3968,1374,4641,0.346
812973708,42,M,3,High School,Unknown,$40K - $60K,Blue,2,2793,1661,3247,0.595
788760633,53,M,3,Uneducated,Divorced,$60K - $80K,Blue,2,13513,1495,3503,0.111
718602708,43,M,3,Graduate,Single,$80K - $120K,Blue,3,16351,1541,3475,0.094
712365483,51,M,1,Graduate,Single,$60K - $80K,Blue,2,9619,1731,3690,0.18
789154833,56,M,3,High School,Single,$80K - $120K,Blue,2,19030,912,4137,0.048
715849983,44,F,4,Unknown,Married,Less than $40K,Blue,1,2107,0,4007,0
780336258,55,F,1,Graduate,Single,Less than $40K,Blue,3,2517,1257,4528,0.499
716567433,41,F,4,Graduate,Married,$40K - $60K,Blue,2,3179,1229,4337,0.387
713057658,48,F,3,Unknown,Divorced,Less than $40K,Blue,1,3968,935,4128,0.236
718191483,45,M,3,Graduate,Divorced,$60K - $80K,Blue,3,5065,1362,3555,0.269
811527933,65,F,0,College,Single,Less than $40K,Silver,4,10885,1758,2291,0.162
778617708,46,M,3,College,Married,$80K - $120K,Blue,2,1438.3,864,2299,0.601
785055108,52,M,0,Graduate,Single,$60K - $80K,Blue,2,10817,1142,3889,0.106
822961533,65,F,0,College,Divorced,Unknown,Blue,2,13666,0,3998,0
709124883,49,M,3,College,Married,$80K - $120K,Blue,1,2149,1796,5228,0.836
772574283,50,F,2,Graduate,Married,$40K - $60K,Blue,1,7191,0,1654,0
761240358,52,F,2,Unknown,Single,Less than $40K,Blue,2,2155,1219,4295,0.566
708469533,42,F,3,Unknown,Married,Unknown,Blue,3,5395,1439,3523,0.267
769927533,50,F,1,High School,Married,Less than $40K,Blue,2,3222,1422,4613,0.441
718545033,27,F,0,Graduate,Married,Less than $40K,Blue,2,2042,1567,5146,0.767
714972558,37,F,2,Graduate,Single,Less than $40K,Blue,3,1610,0,2729,0
772204758,42,F,2,Post-Graduate,Unknown,Less than $40K,Blue,2,3809,1165,2306,0.306
709039533,43,F,3,Unknown,Unknown,Less than $40K,Blue,1,5544,1095,3829,0.198
716492583,37,F,1,Uneducated,Single,Less than $40K,Blue,3,2388,1708,4539,0.715
766381908,49,F,4,High School,Married,Less than $40K,Blue,1,2473,1263,4597,0.511
719109783,42,M,3,Uneducated,Married,$40K - $60K,Blue,3,13103,1809,4323,0.138
796236258,48,F,5,High School,Single,$40K - $60K,Blue,1,2465,1128,4030,0.458
709700058,52,F,2,Graduate,Single,$40K - $60K,Blue,2,6081,989,4451,0.163
716905158,45,M,2,Unknown,Single,$60K - $80K,Blue,1,21815,0,3904,0
718851783,49,M,1,High School,Married,$80K - $120K,Silver,3,34516,2386,3924,0.069
709709283,38,M,3,College,Single,$40K - $60K,Blue,2,3458,321,2256,0.093
711993258,50,F,0,High School,Single,$40K - $60K,Blue,3,8264,2057,4240,0.249
780105483,65,F,0,Uneducated,Single,Less than $40K,Blue,4,1697,377,2799,0.222
718350033,50,M,3,College,Single,$40K - $60K,Blue,2,3069,1881,2909,0.613
715294083,46,M,2,College,Single,$80K - $120K,Blue,3,10309,0,1760,0
710905908,43,M,4,High School,Single,$60K - $80K,Blue,3,4983,1355,1939,0.272
721387008,42,M,4,Graduate,Married,$120K +,Blue,2,3103,1783,4792,0.575
715411608,45,F,3,High School,Single,$40K - $60K,Blue,1,1663,1112,2978,0.669
710598408,55,F,0,Graduate,Single,Less than $40K,Blue,1,2695,0,4557,0
718521258,50,F,4,Post-Graduate,Married,Unknown,Blue,3,18178,0,3445,0
713138433,50,M,3,Graduate,Single,$60K - $80K,Blue,2,14782,1020,3206,0.069
718819158,54,F,3,Uneducated,Single,$40K - $60K,Blue,1,2488,2196,4361,0.883
718871358,45,F,2,Graduate,Single,Unknown,Blue,1,1785,0,4964,0
720186258,45,F,4,High School,Divorced,$40K - $60K,Blue,2,4701,1170,4136,0.249
710197308,39,F,2,Graduate,Married,Less than $40K,Blue,3,1438.3,0,4089,0
817086783,45,F,3,High School,Married,Less than $40K,Blue,3,2826,2162,2005,0.765
749211483,52,F,0,College,Married,$40K - $60K,Blue,2,4597,1905,4932,0.414
789749433,33,F,1,Graduate,Married,Less than $40K,Blue,3,2591,2340,4730,0.903
715082133,40,M,2,Graduate,Married,$40K - $60K,Blue,2,2494,1492,3407,0.598
714946908,61,M,1,Uneducated,Single,$40K - $60K,Blue,1,5039,1352,3300,0.268
716711433,48,M,5,High School,Married,$40K - $60K,Blue,3,7897,157,2270,0.02
712429458,50,M,2,Graduate,Unknown,$60K - $80K,Blue,3,4772,1770,4054,0.371
708406083,35,F,0,Unknown,Married,Less than $40K,Blue,3,3436,2493,5211,0.726
720029508,50,F,1,Graduate,Single,$40K - $60K,Blue,1,12064,1312,4100,0.109
709227033,53,M,3,Graduate,Single,$80K - $120K,Blue,2,9065,1548,4030,0.171
720846558,49,M,1,Unknown,Single,$80K - $120K,Blue,3,34516,0,2512,0
716475183,45,M,3,Graduate,Unknown,$60K - $80K,Blue,3,10290,753,4326,0.073
714296358,52,F,2,College,Unknown,Less than $40K,Blue,1,3433,2486,4831,0.724
719998233,40,M,3,Unknown,Married,$120K +,Silver,3,34516,964,2922,0.028
719217483,45,F,4,Doctorate,Married,Less than $40K,Blue,1,3240,1775,4200,0.548
720479058,50,F,1,Post-Graduate,Single,Less than $40K,Blue,2,1438.3,851,4379,0.592
779192283,51,F,2,Unknown,Married,Less than $40K,Blue,1,6462,2517,4156,0.39
716385033,60,F,1,Graduate,Single,Unknown,Blue,1,4408,1201,4157,0.272
711588708,50,F,2,Uneducated,Married,$40K - $60K,Blue,3,1438.3,458,1863,0.318
714492783,46,F,4,Uneducated,Married,Less than $40K,Blue,3,1438.3,0,1517,0
709192233,50,F,2,Unknown,Married,Unknown,Blue,2,1773,0,1764,0
797998158,52,M,3,Uneducated,Single,$80K - $120K,Blue,1,4555,0,3646,0
714021183,54,M,4,Graduate,Single,$80K - $120K,Blue,2,30666,1046,3709,0.034
780710433,53,M,2,College,Single,$80K - $120K,Blue,2,1575,0,4241,0
780068283,53,M,1,Graduate,Single,$120K +,Blue,3,1891,922,3822,0.488
719930658,40,M,4,Uneducated,Married,$120K +,Blue,2,16634,1946,3455,0.117
755593983,50,F,1,Graduate,Married,Unknown,Blue,1,7985,0,3873,0
770938533,45,M,1,College,Unknown,$120K +,Blue,1,3304,1370,3914,0.415
714121083,40,F,3,Graduate,Married,$40K - $60K,Blue,2,6247,1508,5158,0.241
779210283,36,M,3,Uneducated,Married,$40K - $60K,Blue,2,3645,2517,4142,0.691
709739283,62,M,0,High School,Single,Unknown,Blue,3,21329,2119,4206,0.099
716230158,35,F,3,Graduate,Married,$40K - $60K,Blue,1,7234,2000,4272,0.276
708724908,47,F,2,High School,Single,Less than $40K,Blue,2,2262,0,4113,0
789025083,40,M,4,Unknown,Unknown,Less than $40K,Blue,3,1438.3,860,4655,0.598
713804058,45,F,4,College,Married,Less than $40K,Blue,2,4187,2199,4647,0.525
718791708,48,M,2,High School,Married,$80K - $120K,Blue,2,16362,2268,2228,0.139
785529708,59,M,1,Graduate,Single,$120K +,Blue,2,34516,0,4333,0
794528283,44,M,4,College,Married,$60K - $80K,Blue,2,2748,878,3383,0.32
794856033,38,M,3,Post-Graduate,Married,$80K - $120K,Blue,2,5242,470,4306,0.09
712939533,43,M,5,Graduate,Married,$60K - $80K,Blue,3,21585,986,3789,0.046
708178608,31,F,0,Graduate,Married,Unknown,Blue,2,2488,0,4226,0
716556258,50,F,3,Doctorate,Single,Less than $40K,Blue,1,9966,0,4401,0
708404883,45,F,2,High School,Single,Unknown,Blue,2,27804,0,2761,0
709742958,45,M,5,High School,Married,$60K - $80K,Blue,1,15626,1148,3386,0.073
772695033,47,M,5,High School,Single,$80K - $120K,Blue,4,18800,2517,1575,0.134
714850158,49,M,4,Graduate,Single,$80K - $120K,Blue,1,1963,1516,4150,0.772
708831858,43,F,3,Uneducated,Married,Less than $40K,Blue,3,4579,1506,1915,0.329
718076733,43,M,1,Graduate,Single,$60K - $80K,Silver,3,25824,1170,3101,0.045
714336333,48,M,4,Doctorate,Unknown,$80K - $120K,Blue,2,3429,1268,4422,0.37
780006783,59,M,1,Uneducated,Single,$40K - $60K,Silver,2,15809,0,3109,0
779741883,47,F,2,Unknown,Single,Less than $40K,Blue,1,2493,831,4274,0.333
780657708,48,M,2,Unknown,Married,$80K - $120K,Blue,3,6593,0,3520,0
771342183,53,F,3,Graduate,Single,$40K - $60K,Blue,3,1625,0,2314,0
712901283,53,F,2,Graduate,Single,$40K - $60K,Blue,3,2121,0,1464,0
802101858,40,F,2,Unknown,Married,Less than $40K,Blue,3,4757,1978,4220,0.416
718473558,42,F,3,Doctorate,Single,Less than $40K,Blue,3,8668,0,1402,0
743590608,50,M,2,High School,Married,$60K - $80K,Blue,3,21869,950,4233,0.043
720146733,45,F,4,Graduate,Unknown,Less than $40K,Blue,4,2480,1890,4114,0.762
788252358,49,M,3,High School,Single,$60K - $80K,Blue,4,8190,1716,3529,0.21
717740658,55,F,2,College,Married,Less than $40K,Blue,2,1850,942,4134,0.509
714567708,46,F,1,Uneducated,Divorced,Less than $40K,Blue,3,2483,2049,4421,0.825
711208083,40,F,4,Unknown,Married,Less than $40K,Blue,3,2925,1447,4455,0.495
709708233,49,F,3,Doctorate,Married,Less than $40K,Blue,4,7066,0,1695,0
709957158,48,M,4,High School,Married,$40K - $60K,Blue,1,2514,2251,3942,0.895
828288333,50,M,0,Uneducated,Married,$60K - $80K,Blue,1,3640,659,3756,0.181
709178733,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,2,5527,1120,2281,0.203
721325133,45,M,2,College,Married,$80K - $120K,Blue,1,31625,0,4503,0
816606333,57,M,2,High School,Single,$80K - $120K,Blue,3,32409,0,4218,0
720454158,44,M,2,Unknown,Single,$60K - $80K,Blue,2,9827,600,2840,0.061
717444558,50,F,1,Graduate,Married,Less than $40K,Blue,1,2623,1714,5237,0.653
816756783,42,M,2,High School,Unknown,$40K - $60K,Blue,2,2993,2249,4106,0.751
715474833,37,M,2,College,Single,$80K - $120K,Blue,2,12944,1399,4389,0.108
718271958,54,M,2,Uneducated,Married,$60K - $80K,Blue,1,6401,1471,4465,0.23
708924783,43,M,3,Graduate,Divorced,$80K - $120K,Blue,1,5506,2129,4024,0.387
717669483,52,M,1,Graduate,Single,$80K - $120K,Blue,3,34516,0,1737,0
809360883,46,M,4,College,Single,$60K - $80K,Blue,1,17673,1783,3160,0.101
717176508,43,F,3,Unknown,Single,$40K - $60K,Blue,3,2656,1166,4171,0.439
711571383,46,M,2,High School,Unknown,Less than $40K,Blue,1,6118,1092,4434,0.178
713444058,45,M,1,Unknown,Divorced,$40K - $60K,Silver,1,17437,2225,3381,0.128
713253858,50,F,1,College,Married,Unknown,Blue,2,1461,0,2176,0
719609433,55,F,4,Uneducated,Divorced,$40K - $60K,Blue,3,1965,1525,4671,0.776
797234508,51,M,3,Unknown,Single,$60K - $80K,Silver,2,30899,0,1481,0
714537258,48,M,3,Doctorate,Married,$60K - $80K,Blue,2,8876,1132,3779,0.128
793412958,44,M,4,Unknown,Married,$60K - $80K,Blue,1,2440,1501,4382,0.615
714680208,50,F,1,High School,Married,Less than $40K,Blue,3,1652,1318,4533,0.798
715240683,46,M,4,High School,Married,$80K - $120K,Blue,2,15535,1302,3718,0.084
803796708,52,M,3,Uneducated,Unknown,$120K +,Blue,4,13354,0,1097,0
717368208,49,M,1,Graduate,Single,$120K +,Blue,2,26723,0,2138,0
802662858,55,F,2,Graduate,Divorced,Less than $40K,Blue,1,3949,2024,3495,0.513
780206958,49,M,4,Graduate,Married,$60K - $80K,Blue,2,5937,2120,4228,0.357
779906658,40,M,4,Doctorate,Single,Unknown,Blue,2,18806,1192,3142,0.063
772341783,45,F,3,High School,Single,Unknown,Blue,2,3512,2517,1801,0.717
711491283,44,F,3,Doctorate,Married,Less than $40K,Blue,3,1975,1264,2959,0.64
720211533,41,F,4,Uneducated,Married,Less than $40K,Blue,2,2888,821,4713,0.284
715409733,47,F,4,College,Single,Less than $40K,Blue,2,2263,0,2385,0
710974308,38,M,1,Graduate,Unknown,$80K - $120K,Blue,3,26792,1671,3587,0.062
715732533,52,M,4,Graduate,Married,$60K - $80K,Blue,1,9375,1625,2108,0.173
713722608,48,F,2,Unknown,Divorced,Less than $40K,Blue,1,2806,2514,1757,0.896
709101258,41,F,2,High School,Divorced,Less than $40K,Blue,2,1478,524,2180,0.355
708588408,53,M,3,Uneducated,Single,$60K - $80K,Blue,2,6836,1607,4421,0.235
721427358,47,M,4,Unknown,Divorced,$80K - $120K,Blue,1,8757,0,2108,0
717099408,40,M,3,Graduate,Married,$60K - $80K,Blue,3,10529,0,4583,0
715155033,61,M,0,High School,Single,$40K - $60K,Blue,1,2122,975,5224,0.459
789586833,45,F,3,Post-Graduate,Married,Unknown,Blue,2,2883,1732,4053,0.601
709338633,56,F,1,Graduate,Single,$40K - $60K,Blue,4,2339,0,1542,0
714106833,57,F,3,Graduate,Unknown,Less than $40K,Blue,3,5225,2290,4239,0.438
741116058,48,M,2,Graduate,Married,$40K - $60K,Blue,2,2582,1399,2144,0.542
813755658,60,M,1,Graduate,Single,$80K - $120K,Blue,2,11524,0,3598,0
718855983,49,F,4,High School,Single,Unknown,Blue,3,13039,1840,4010,0.141
711245433,50,F,4,Graduate,Single,Unknown,Blue,3,2509,0,2281,0
814219008,65,M,1,Doctorate,Single,$40K - $60K,Blue,2,1456,867,3953,0.595
711916533,57,M,2,Unknown,Single,$120K +,Blue,1,5612,1884,4734,0.336
715182108,51,F,3,High School,Married,Less than $40K,Blue,1,3025,1912,4626,0.632
717078933,40,F,5,Graduate,Single,Less than $40K,Blue,2,4205,2517,4256,0.599
719491233,55,M,1,College,Single,$120K +,Blue,2,3515,2517,4313,0.716
789520533,52,M,2,Uneducated,Single,$120K +,Blue,3,26174,1864,4551,0.071
714738033,44,F,4,Graduate,Married,Less than $40K,Blue,3,1602,1044,5428,0.652
718576908,49,F,4,Uneducated,Married,Unknown,Blue,1,29939,0,4305,0
715093383,49,F,2,College,Married,Less than $40K,Blue,1,2115,1598,4450,0.756
717195933,42,M,3,Graduate,Married,$60K - $80K,Blue,2,5298,0,2431,0
747107508,56,F,3,Graduate,Single,Less than $40K,Blue,3,2433,1947,4269,0.8
717920583,60,F,1,Uneducated,Divorced,Less than $40K,Blue,2,1443,0,4673,0
710516283,50,M,1,High School,Single,$120K +,Blue,1,9758,1792,4134,0.184
787593558,42,M,3,Graduate,Married,$80K - $120K,Blue,3,4562,2258,3740,0.495
778747608,65,F,1,Unknown,Single,Unknown,Blue,3,1438.3,0,4022,0
714431058,41,F,3,College,Single,Unknown,Blue,2,4210,1597,4342,0.379
708801108,57,F,3,Uneducated,Single,Less than $40K,Blue,0,1438.3,0,2113,0
715948833,48,M,4,Graduate,Married,$120K +,Blue,2,24931,1353,5031,0.054
770667408,47,M,4,College,Married,$80K - $120K,Blue,1,8854,2382,4768,0.269
823590483,62,F,0,Graduate,Divorced,Less than $40K,Blue,1,2230,1716,4027,0.77
710635083,46,M,4,High School,Married,$80K - $120K,Blue,1,28327,582,3475,0.021
716408058,56,F,2,Uneducated,Single,Unknown,Blue,3,2500,1298,3673,0.519
713803158,41,M,3,High School,Single,$60K - $80K,Blue,1,9246,0,4611,0
713593683,43,F,3,Graduate,Married,$40K - $60K,Blue,3,11155,1583,3504,0.142
709339758,43,M,3,Unknown,Single,$120K +,Blue,2,11926,1766,3778,0.148
789382758,54,M,3,Graduate,Single,$40K - $60K,Blue,3,5501,0,2050,0
813427833,45,F,4,Graduate,Single,Less than $40K,Blue,2,2110,844,4812,0.4
717846108,49,M,4,Uneducated,Married,$60K - $80K,Blue,3,12994,904,3734,0.07
720968583,52,F,2,Unknown,Married,Unknown,Blue,1,29551,2095,3226,0.071
721437333,46,M,2,Graduate,Single,$80K - $120K,Blue,2,5054,2517,2027,0.498
709134333,45,F,2,Graduate,Unknown,Less than $40K,Blue,2,3136,2253,4674,0.718
712630608,43,F,2,High School,Unknown,Unknown,Blue,3,6109,1549,4430,0.254
712404483,49,M,2,High School,Married,$80K - $120K,Blue,3,3989,2514,5189,0.63
717812133,33,F,1,Graduate,Unknown,Less than $40K,Blue,1,3315,1243,4006,0.375
714926508,52,M,2,Graduate,Married,$80K - $120K,Silver,4,34516,1938,2275,0.056
771474108,40,F,2,Uneducated,Married,Less than $40K,Blue,2,1794,1019,4455,0.568
709774608,51,M,3,Unknown,Married,$60K - $80K,Blue,3,5993,1582,3464,0.264
718802283,44,F,3,Post-Graduate,Divorced,Less than $40K,Blue,2,8320,0,4128,0
711626658,62,F,1,High School,Single,Less than $40K,Blue,3,1930,0,1971,0
789354783,45,F,3,Unknown,Single,Less than $40K,Blue,3,2329,1465,4286,0.629
720486408,55,F,1,Uneducated,Single,Less than $40K,Blue,3,1438.3,756,4436,0.526
717793983,55,M,3,Graduate,Single,$40K - $60K,Silver,3,18128,0,2503,0
718582158,48,M,2,Unknown,Married,$120K +,Blue,3,10642,1715,4183,0.161
713127708,38,F,0,Uneducated,Married,Less than $40K,Blue,1,2230,0,3766,0
717112533,52,F,1,Graduate,Unknown,Less than $40K,Blue,2,6946,0,4058,0
713681433,50,F,2,High School,Divorced,Unknown,Blue,2,9716,874,5007,0.09
718846008,58,F,0,Unknown,Married,Unknown,Blue,3,4377,1500,3900,0.343
714119283,42,F,2,Unknown,Single,$40K - $60K,Blue,3,2516,0,2257,0
713056083,52,M,2,High School,Single,$120K +,Blue,2,34516,0,4037,0
718538958,55,F,3,College,Single,Less than $40K,Blue,3,1844,0,4564,0
710353233,48,M,3,College,Divorced,$60K - $80K,Blue,3,13233,1106,4288,0.084
713853858,41,M,4,Unknown,Married,$80K - $120K,Silver,2,34516,1433,2589,0.042
